OTU ID	A2	B2	C2	D2	E2	F2	G2	taxonomy
OTU10613	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__MicrococcaceaeFA;s__MicrococcaceaeFA
OTU7127	0	0	0	1	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__unculturedbacterium
OTU7132	0	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__S085;f__metagenome;g__metagenome;s__metagenome
OTU1852	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__AcidobacteriaceaeSubgroup1;g__Edaphobacter;s__EdaphobacterGE
OTU4630	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU7131	0	0	0	1	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__unculturedVerrucomicrobiabacterium;s__unculturedVerrucomicrobiabacterium
OTU7130	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonasaeruginosa
OTU10612	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__unculturedbacterium
OTU1846	0	0	0	1	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;s__unculturedGE
OTU4628	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__unculturedbacterium
OTU7124	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedAcidobacteriaceaebacterium;s__unculturedAcidobacteriaceaebacterium
OTU10625	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__MucilaginibacterGE
OTU7123	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU1847	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__unculturedbacterium
OTU4629	0	0	0	1	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__GemmatimonasGE
OTU1849	0	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__unculturedPasteuriasp
OTU10624	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU1848	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__MesorhizobiumGE
OTU10623	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedbacterium;s__unculturedbacterium
OTU1857	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__BradyrhizobiumGE
OTU7125	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__ChitinophagaspBN130233
OTU4640	0	0	0	1	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__unculturedbacterium
OTU10628	0	0	0	1	0	0	0	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__NitrososphaeraceaeFA;s__NitrososphaeraceaeFA
OTU4639	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU1859	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__MethyloteneraGE
OTU10627	0	0	0	1	0	0	0	k__Bacteria;p__Rokubacteria;c__NC10;o__Rokubacteriales;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU10626	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ramlibacter;s__RamlibacterGE
OTU10620	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__BlastococcusGE
OTU10619	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU4643	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__ActinoplanesGE
OTU7106	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__BradyrhizobiumGE
OTU4642	0	0	0	1	0	0	0	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Nostocales;f__Phormidiaceae;g__TychonemaCCAP145911B;s__TychonemaCCAP145911BGE
OTU4641	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__unculturedSphingomonadaceaebacterium
OTU10618	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;s__unculturedbacterium
OTU10622	0	0	0	1	0	0	0	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Nostocales;f__Phormidiaceae;g__TychonemaCCAP145911B;s__TychonemaCCAP145911BGE
OTU4634	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__DesulfosporosinusacidiphilusSJ4
OTU7105	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU1854	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas;s__TerrimonasGE
OTU4638	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU10621	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured;s__unculturedbacterium
OTU4633	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia;s__DongiaGE
OTU4637	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup7;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU1856	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__unculturedAcidobacteriabacterium
OTU4636	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacteriabacterium;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU4616	0	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101soilgroup;g__WD2101soilgroupFA;s__WD2101soilgroupFA
OTU7100	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__unculturedbacterium
OTU10531	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacteriabacterium;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU1897	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU10533	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU7104	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup7;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU7103	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Chryseolinea;s__metagenome
OTU7102	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;s__AcidothermusGE
OTU4617	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Ellin6055;s__Ellin6055GE
OTU7114	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Blastocatellales;f__Blastocatellaceae;g__uncultured;s__unculturedGE
OTU4614	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__unculturedPseudolabryssp
OTU7113	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedAcidobacteriaceaebacterium;s__unculturedAcidobacteriaceaebacterium
OTU4612	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaIncertaeSedis;f__UnknownFamily;g__Acidibacter;s__AcidibacterGE
OTU7112	0	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__OM190;o__unculturedsoilbacterium;f__unculturedsoilbacterium;g__unculturedsoilbacterium;s__unculturedsoilbacterium
OTU1898	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__AcetobacteraceaeFA;s__AcetobacteraceaeFA
OTU4615	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__StreptomycesGE
OTU7110	0	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera;s__unculturedbacterium
OTU1893	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__Desulfosporosinusmeridiei
OTU10527	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__DS100;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU10526	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Blastocatellales;f__Blastocatellaceae;g__uncultured;s__unculturedAcidobacteriabacterium
OTU7111	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultureddeltaproteobacterium;s__uncultureddeltaproteobacterium
OTU7109	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU4623	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__FlavisolibacterGE
OTU4625	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans;s__unculturedactinobacterium
OTU10530	0	0	0	1	0	0	0	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__unculturedNitrospiraceaebacterium
OTU4627	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__uncultured;s__unculturedRhodospirillaceaebacterium
OTU10529	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__StreptomycesGE
OTU1904	0	0	0	1	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__unculturedCandidatusSaccharibacteriabacterium;g__unculturedCandidatusSaccharibacteriabacterium;s__unculturedCandidatusSaccharibacteriabacterium
OTU7157	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacteriabacterium;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU1903	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__unculturedXanthomonadaceaebacterium
OTU10537	0	0	0	1	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__unculturedbacterium;s__unculturedbacterium
OTU1905	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU4618	0	0	0	1	0	0	0	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Nostocales;f__Phormidiaceae;g__TychonemaCCAP145911B;s__TychonemaCCAP145911BGE
OTU1906	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__Bryobacter;s__unculturedAcidobacteriabacterium
OTU7156	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU10540	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU4622	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__unculturedorganism
OTU1900	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__Bryobacter;s__BryobacterGE
OTU7160	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU7159	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__unculturedGE
OTU10539	0	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101soilgroup;g__unculturedbacterium;s__unculturedbacterium
OTU1899	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;s__unculturedbacterium
OTU7158	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;s__unculturedbacterium
OTU10538	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__PseudarthrobacterGE
OTU4621	0	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__unculturedbacterium;s__unculturedbacterium
OTU4620	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__unculturedbacterium
OTU10535	0	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101soilgroup;g__unculturedbacterium;s__unculturedbacterium
OTU7152	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__unculturedbacterium
OTU4644	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__unculturedbacterium
OTU1901	0	0	0	1	0	0	0	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__unculturedcrenarchaeote;s__unculturedcrenarchaeote
OTU4672	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__Bryobacter;s__metagenome
OTU7151	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__RhizobialesIncertaeSedis;g__Bauldia;s__unculturedbacterium
OTU10534	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Piscinibacter;s__PiscinibacterGE
OTU7155	0	0	0	1	0	0	0	k__Bacteria;p__Elusimicrobia;c__LineageIIa;o__unculturedsoilbacterium;f__unculturedsoilbacterium;g__unculturedsoilbacterium;s__unculturedsoilbacterium
OTU1880	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU7153	0	0	0	1	0	0	0	k__Bacteria;p__Latescibacteria;c__unculturedbacterium;o__unculturedbacterium;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU1882	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU10536	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillusdrentensis
OTU1879	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU1883	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter;s__unculturedbacterium
OTU10525	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__metagenome;s__metagenome
OTU1877	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU7165	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__unculturedbacterium
OTU4673	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillussubtilissubspsubtilis
OTU4668	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__unculturedactinobacterium
OTU7164	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__FlavisolibacterGE
OTU4667	0	0	0	1	0	0	0	k__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__unculturedbacterium;s__unculturedbacterium
OTU1878	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__MicrovirgaGE
OTU4666	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__MucilaginibacterGE
OTU4670	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaIncertaeSedis;f__UnknownFamily;g__Acidibacter;s__AcidibacterGE
OTU10513	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__metagenome;s__metagenome
OTU10514	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__OchrobactrumGE
OTU4669	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__unculturedbacterium
OTU7168	0	0	0	1	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU10511	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU1889	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup17;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU10510	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__unculturedbacterium
OTU1890	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__unculturedMucilaginibactersp
OTU7166	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillusfermentum
OTU1892	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU1891	0	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured;s__unculturedbacterium
OTU7161	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__MethyloteneraGE
OTU7163	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Caenimonas;s__unculturedbacterium
OTU4682	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU10522	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__metagenome;f__metagenome;g__metagenome;s__metagenome
OTU1887	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup5;o__unculturedAcidobacteriabacterium;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU1884	0	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__metagenome
OTU4677	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU10521	0	0	0	1	0	0	0	k__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__unculturedbacterium;s__unculturedbacterium
OTU7150	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__EnterococcusGE
OTU4676	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__DS100;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU10520	0	0	0	1	0	0	0	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__OxyphotobacteriaIncertaeSedis;f__UnknownFamily;g__LeptolyngbyaEcFYyyy00;s__unculturedbacterium
OTU4675	0	0	0	1	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;s__unculturedGemmatimonadalesbacterium
OTU4679	0	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Conyzicola;s__ConyzicolaGE
OTU1811	0	0	0	1	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU4678	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__LysobacterGE
OTU10524	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaIncertaeSedis;f__UnknownFamily;g__Acidibacter;s__unculturedbacterium
OTU1812	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcusaureus
